tau,start_id,ok,optimization_status,solution_status,objective,risk,return,mu_w,kkt_stationarity,kkt_feasibility,kkt_complementarity,gap_to_best,reached_best,solve_time_s,n_iterations,n_selected,selected_assets
0.014196258964747485,rand1,True,SUCCESS,FEASIBLE_KKT_POINT,0.007159802974421058,0.008844533465476603,-0.11867425743916837,0.11867425743916837,7.005147616565917e-16,0.0,0.0,0.716770152138857,False,0.003008611995028332,4,7,5|17|24|34|41|47|48
0.014196258964747485,rand2,True,SUCCESS,FEASIBLE_KKT_POINT,0.02187876734146739,0.02287013115901467,-0.06983275100919638,0.06983275100919638,1.213036943279329e-15,0.0,0.0,4.24606820440188,False,0.0027689219859894365,2,4,12|21|23|25
0.014196258964747485,rand3,True,SUCCESS,FEASIBLE_KKT_POINT,0.008626891971119918,0.009985756753245999,-0.09571992068476971,0.09571992068476971,5.457876751553496e-16,0.0,0.0,1.0685472343728588,False,0.002813541010254994,4,6,18|21|30|35|45|49
0.014196258964747485,rand4,True,SUCCESS,FEASIBLE_KKT_POINT,0.016711142275118496,0.017317039291570926,-0.04268004817022639,0.04268004817022639,3.767071755253472e-15,0.0,0.0,3.0069804108120533,False,0.002684869017684832,3,4,3|9|12|37
0.02015337685941733,cont,True,SUCCESS,FEASIBLE_KKT_POINT,0.003651582435017126,0.00541226213224233,-0.08736400403302479,0.08736400403302479,3.526217516236291e-16,0.0,0.0,0.0,True,0.0026943999982904643,2,8,1|2|7|11|20|32|40|49
0.02015337685941733,rand0,True,SUCCESS,FEASIBLE_KKT_POINT,0.007195421003377948,0.008658310773071005,-0.07258782386185939,0.07258782386185939,2.496987268018897e-15,0.0,0.0,0.9704939243343981,False,0.0029729140223935246,3,6,7|10|14|20|30|49
0.02015337685941733,rand1,True,SUCCESS,FEASIBLE_KKT_POINT,0.005994650792028424,0.008014203965317735,-0.10020917027339801,0.10020917027339801,3.7972112588733045e-15,0.0,0.0,0.6416583489669051,False,0.002806066011544317,3,8,7|15|16|20|29|38|42|49
0.02015337685941733,rand2,True,SUCCESS,FEASIBLE_KKT_POINT,0.0038304662760113243,0.005360547213190599,-0.07592181438637138,0.07592181438637138,1.3443073234718469e-15,0.0,0.0,0.04898803303186861,False,0.0028634110058192164,4,8,2|9|12|18|24|30|35|42
0.02015337685941733,rand3,True,SUCCESS,FEASIBLE_KKT_POINT,0.009534930106762285,0.011284053704268118,-0.08679059641999885,0.08679059641999885,1.3263208917627955e-15,0.0,0.0,1.6111775579034378,False,0.0028142470109742135,4,7,3|22|24|28|36|38|43
0.02015337685941733,rand4,True,SUCCESS,FEASIBLE_KKT_POINT,0.012242953189344636,0.013863110724362367,-0.08039136797368321,0.08039136797368321,9.36510113878704e-16,0.0,0.0,2.3527801726690134,False,0.0027739880024455488,4,5,35|40|44|46|49
0.02861025569104378,cont,True,SUCCESS,FEASIBLE_KKT_POINT,0.002909707434656369,0.005429838534025182,-0.0880848855942843,0.0880848855942843,1.973243188194028e-16,0.0,0.0,0.0,True,0.0024464740126859397,2,8,1|2|7|11|20|32|40|49
0.02861025569104378,rand0,True,SUCCESS,FEASIBLE_KKT_POINT,0.00859381653078755,0.010781933492610554,-0.07648016101121308,0.07648016101121308,2.9395456189693534e-15,0.0,0.0,1.9534984948921383,False,0.0027736070042010397,4,6,9|13|17|18|21|32
0.02861025569104378,rand1,True,SUCCESS,FEASIBLE_KKT_POINT,0.004172363664293875,0.0065271267131091605,-0.08230485858790929,0.08230485858790929,3.8134468096864785e-15,0.0,0.0,0.43394611230138236,False,0.002706789004150778,3,8,1|2|12|16|23|35|37|47
